time,price difference,close price,open price,mid price,cumulative price difference
2022-10-07 14:30:00,0.4600067138671875,137.28500366210938,136.8249969482422,137.05500030517578,0.4600067138671875
2022-10-07 14:32:00,0.55999755859375,137.86000061035156,137.3000030517578,137.5800018310547,1.0200042724609375
2022-10-07 14:34:00,-0.149993896484375,137.7100067138672,137.86000061035156,137.78500366210938,0.8700103759765625
2022-10-07 14:36:00,-0.061187744140625,137.61880493164062,137.67999267578125,137.64939880371094,0.8088226318359375
2022-10-07 14:38:00,-0.2350006103515625,137.4250030517578,137.66000366210938,137.5425033569336,0.573822021484375
2022-10-07 14:40:00,0.045013427734375,137.44500732421875,137.39999389648438,137.42250061035156,0.61883544921875
2022-10-07 14:42:00,-0.67010498046875,136.74989318847656,137.4199981689453,137.08494567871094,-0.05126953125
2022-10-07 14:44:00,-0.563201904296875,136.1468048095703,136.7100067138672,136.42840576171875,-0.614471435546875
2022-10-07 14:46:00,-0.10009765625,136.05990600585938,136.16000366210938,136.10995483398438,-0.714569091796875
2022-10-07 14:48:00,-0.3799896240234375,135.6300048828125,136.00999450683594,135.81999969482422,-1.0945587158203125
2022-10-07 14:50:00,-0.27850341796875,135.3699951171875,135.64849853515625,135.50924682617188,-1.3730621337890625
2022-10-07 14:52:00,-0.0428924560546875,135.32310485839844,135.36599731445312,135.34455108642578,-1.41595458984375
2022-10-07 14:54:00,0.0200042724609375,135.36000061035156,135.33999633789062,135.3499984741211,-1.3959503173828125
2022-10-07 14:56:00,-0.0637969970703125,135.32620239257812,135.38999938964844,135.35810089111328,-1.459747314453125
2022-10-07 14:58:00,-0.04998779296875,135.24000549316406,135.2899932861328,135.26499938964844,-1.509735107421875
2022-10-07 15:00:00,0.040008544921875,135.3000030517578,135.25999450683594,135.27999877929688,-1.4697265625
2022-10-07 15:02:00,0.113800048828125,135.42999267578125,135.31619262695312,135.3730926513672,-1.355926513671875
2022-10-07 15:04:00,0.259002685546875,135.72900390625,135.47000122070312,135.59950256347656,-1.096923828125
2022-10-07 15:06:00,-0.209991455078125,135.49000549316406,135.6999969482422,135.59500122070312,-1.306915283203125
2022-10-07 15:08:00,0.1199951171875,135.61000061035156,135.49000549316406,135.5500030517578,-1.186920166015625
2022-10-07 15:10:00,0.269989013671875,135.8699951171875,135.60000610351562,135.73500061035156,-0.91693115234375
2022-10-07 15:12:00,-0.09759521484375,135.77239990234375,135.8699951171875,135.82119750976562,-1.0145263671875
2022-10-07 15:14:00,0.19000244140625,135.94000244140625,135.75,135.84500122070312,-0.82452392578125
2022-10-07 15:16:00,-0.0221099853515625,135.90289306640625,135.9250030517578,135.91394805908203,-0.8466339111328125
2022-10-07 15:18:00,0.035003662109375,135.9550018310547,135.9199981689453,135.9375,-0.8116302490234375
2022-10-07 15:20:00,-0.0500030517578125,135.91000366210938,135.9600067138672,135.93500518798828,-0.86163330078125
2022-10-07 15:22:00,0.350006103515625,136.25,135.89999389648438,136.0749969482422,-0.511627197265625
2022-10-07 15:24:00,-0.25,136.0,136.25,136.125,-0.761627197265625
2022-10-07 15:26:00,-0.0800018310546875,135.92999267578125,136.00999450683594,135.9699935913086,-0.8416290283203125
2022-10-07 15:28:00,-0.279998779296875,135.6699981689453,135.9499969482422,135.80999755859375,-1.1216278076171875
2022-10-07 15:30:00,-0.17999267578125,135.49000549316406,135.6699981689453,135.5800018310547,-1.3016204833984375
2022-10-07 15:32:00,-0.281494140625,135.19850158691406,135.47999572753906,135.33924865722656,-1.5831146240234375
2022-10-07 15:34:00,-0.029998779296875,135.1699981689453,135.1999969482422,135.18499755859375,-1.6131134033203125
2022-10-07 15:36:00,-0.206390380859375,134.97360229492188,135.17999267578125,135.07679748535156,-1.8195037841796875
2022-10-07 15:38:00,-0.1199951171875,134.86000061035156,134.97999572753906,134.9199981689453,-1.9394989013671875
2022-10-07 15:40:00,0.6599884033203125,135.50999450683594,134.85000610351562,135.18000030517578,-1.279510498046875
2022-10-07 15:42:00,-0.029998779296875,135.4499969482422,135.47999572753906,135.46499633789062,-1.30950927734375
2022-10-07 15:44:00,0.220001220703125,135.7100067138672,135.49000549316406,135.60000610351562,-1.089508056640625
2022-10-07 15:46:00,0.20989990234375,135.889892578125,135.67999267578125,135.78494262695312,-0.879608154296875
2022-10-07 15:48:00,0.0800018310546875,135.9600067138672,135.8800048828125,135.92000579833984,-0.7996063232421875
2022-10-07 15:50:00,-0.19000244140625,135.77000427246094,135.9600067138672,135.86500549316406,-0.9896087646484375
2022-10-07 15:52:00,0.3800048828125,136.1300048828125,135.75,135.94000244140625,-0.6096038818359375
2022-10-07 15:54:00,0.1399993896484375,136.25,136.11000061035156,136.18000030517578,-0.4696044921875
2022-10-07 15:56:00,-0.1598968505859375,136.09010314941406,136.25,136.17005157470703,-0.6295013427734375
2022-10-07 15:58:00,-0.1649932861328125,135.94500732421875,136.11000061035156,136.02750396728516,-0.79449462890625
2022-10-07 16:00:00,-0.029998779296875,135.91000366210938,135.94000244140625,135.9250030517578,-0.824493408203125
2022-10-07 16:02:00,0.040008544921875,135.94000244140625,135.89999389648438,135.9199981689453,-0.78448486328125
2022-10-07 16:04:00,-0.2400054931640625,135.6649932861328,135.90499877929688,135.78499603271484,-1.0244903564453125
2022-10-07 16:06:00,-0.3499908447265625,135.3300018310547,135.67999267578125,135.50499725341797,-1.374481201171875
2022-10-07 16:08:00,-0.040008544921875,135.2899932861328,135.3300018310547,135.30999755859375,-1.41448974609375
2022-10-07 16:10:00,0.135009765625,135.39500427246094,135.25999450683594,135.32749938964844,-1.27947998046875
2022-10-07 16:12:00,-0.19000244140625,135.19000244140625,135.3800048828125,135.28500366210938,-1.469482421875
2022-10-07 16:14:00,0.302001953125,135.52000427246094,135.21800231933594,135.36900329589844,-1.16748046875
2022-10-07 16:16:00,-0.0099945068359375,135.5,135.50999450683594,135.50499725341797,-1.1774749755859375
2022-10-07 16:18:00,-0.32000732421875,135.1699981689453,135.49000549316406,135.3300018310547,-1.4974822998046875
2022-10-07 16:20:00,-0.1501007080078125,135.03990173339844,135.19000244140625,135.11495208740234,-1.6475830078125
2022-10-07 16:22:00,0.07501220703125,135.0850067138672,135.00999450683594,135.04750061035156,-1.57257080078125
2022-10-07 16:24:00,-0.0871124267578125,135.00999450683594,135.09710693359375,135.05355072021484,-1.6596832275390625
2022-10-07 16:26:00,0.029998779296875,135.05999755859375,135.02999877929688,135.0449981689453,-1.6296844482421875
2022-10-07 16:28:00,-0.069000244140625,134.99099731445312,135.05999755859375,135.02549743652344,-1.6986846923828125
2022-10-07 16:30:00,-0.029998779296875,134.9499969482422,134.97999572753906,134.96499633789062,-1.7286834716796875
