time,price difference,close price,open price,mid price,cumulative price difference
2022-10-07 14:30:00,0.0300140380859375,142.32000732421875,142.2899932861328,142.30500030517578,0.0300140380859375
2022-10-07 14:32:00,0.214996337890625,142.52499389648438,142.30999755859375,142.41749572753906,0.2450103759765625
2022-10-07 14:34:00,0.19000244140625,142.7100067138672,142.52000427246094,142.61500549316406,0.4350128173828125
2022-10-07 14:36:00,-0.010009765625,142.6999969482422,142.7100067138672,142.7050018310547,0.4250030517578125
2022-10-07 14:38:00,0.1299896240234375,142.83999633789062,142.7100067138672,142.7750015258789,0.55499267578125
2022-10-07 14:40:00,0.0200042724609375,142.86000061035156,142.83999633789062,142.8499984741211,0.5749969482421875
2022-10-07 14:42:00,-0.4300079345703125,142.42999267578125,142.86000061035156,142.6449966430664,0.144989013671875
2022-10-07 14:44:00,-0.3699951171875,142.0500030517578,142.4199981689453,142.23500061035156,-0.225006103515625
2022-10-07 14:46:00,0.0500030517578125,142.08999633789062,142.0399932861328,142.06499481201172,-0.1750030517578125
2022-10-07 14:48:00,-0.040008544921875,142.0449981689453,142.0850067138672,142.06500244140625,-0.2150115966796875
2022-10-07 14:50:00,-0.1150054931640625,141.92999267578125,142.0449981689453,141.98749542236328,-0.33001708984375
2022-10-07 14:52:00,0.04119873046875,141.97000122070312,141.92880249023438,141.94940185546875,-0.288818359375
2022-10-07 14:54:00,-0.2309112548828125,141.75909423828125,141.99000549316406,141.87454986572266,-0.5197296142578125
2022-10-07 14:56:00,-0.1649932861328125,141.5850067138672,141.75,141.6675033569336,-0.684722900390625
2022-10-07 14:58:00,-0.040008544921875,141.5399932861328,141.5800018310547,141.55999755859375,-0.7247314453125
2022-10-07 15:00:00,-0.1299896240234375,141.41000366210938,141.5399932861328,141.4749984741211,-0.8547210693359375
2022-10-07 15:02:00,0.0250091552734375,141.4250030517578,141.39999389648438,141.4124984741211,-0.8297119140625
2022-10-07 15:04:00,0.19000244140625,141.61000061035156,141.4199981689453,141.51499938964844,-0.63970947265625
2022-10-07 15:06:00,0.1381072998046875,141.75,141.6118927001953,141.68094635009766,-0.5016021728515625
2022-10-07 15:08:00,-0.149993896484375,141.60000610351562,141.75,141.6750030517578,-0.6515960693359375
2022-10-07 15:10:00,0.061798095703125,141.6531982421875,141.59140014648438,141.62229919433594,-0.5897979736328125
2022-10-07 15:12:00,-0.17999267578125,141.47000122070312,141.64999389648438,141.55999755859375,-0.7697906494140625
2022-10-07 15:14:00,-0.100006103515625,141.3699951171875,141.47000122070312,141.4199981689453,-0.8697967529296875
2022-10-07 15:16:00,0.2480926513671875,141.6199951171875,141.3719024658203,141.4959487915039,-0.6217041015625
2022-10-07 15:18:00,0.0420989990234375,141.66709899902344,141.625,141.64604949951172,-0.5796051025390625
2022-10-07 15:20:00,0.1399993896484375,141.80999755859375,141.6699981689453,141.73999786376953,-0.439605712890625
2022-10-07 15:22:00,-0.029998779296875,141.77000427246094,141.8000030517578,141.78500366210938,-0.4696044921875
2022-10-07 15:24:00,-0.3549957275390625,141.41000366210938,141.76499938964844,141.5875015258789,-0.8246002197265625
2022-10-07 15:26:00,-0.05999755859375,141.35000610351562,141.41000366210938,141.3800048828125,-0.8845977783203125
2022-10-07 15:28:00,-0.2400054931640625,141.1199951171875,141.36000061035156,141.23999786376953,-1.124603271484375
2022-10-07 15:30:00,0.010009765625,141.1300048828125,141.1199951171875,141.125,-1.114593505859375
2022-10-07 15:32:00,0.0598907470703125,141.1898956298828,141.1300048828125,141.15995025634766,-1.0547027587890625
2022-10-07 15:34:00,-0.1375885009765625,141.0424041748047,141.17999267578125,141.11119842529297,-1.192291259765625
2022-10-07 15:36:00,-0.0662994384765625,140.97850036621094,141.0447998046875,141.01165008544922,-1.2585906982421875
2022-10-07 15:38:00,-0.032196044921875,140.94000244140625,140.97219848632812,140.9561004638672,-1.2907867431640625
2022-10-07 15:40:00,0.17999267578125,141.1199951171875,140.94000244140625,141.02999877929688,-1.1107940673828125
2022-10-07 15:42:00,-0.059295654296875,141.07000732421875,141.12930297851562,141.0996551513672,-1.1700897216796875
2022-10-07 15:44:00,0.4153900146484375,141.4853973388672,141.07000732421875,141.27770233154297,-0.75469970703125
2022-10-07 15:46:00,0.079498291015625,141.5594940185547,141.47999572753906,141.51974487304688,-0.675201416015625
